ano,servico,consorcio,km_apurada,receita_total_esperada,receita_tarifaria_esperada,subsidio_esperado,subsidio_glosado,receita_total_aferida,receita_tarifaria_aferida,subsidio_pago,saldo,versao,datetime_ultima_atualizacao,id_execucao_dbt
2025,SR399,Internorte,97520.571000000,,467513.373190000,,,,20893.550000000,,-446619.823190000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,638,Internorte,491223.438000000,,2355078.696320000,,,,2577841.880000000,,222763.183680000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,LECD89,Internorte,680.516000000,,3259.671640000,,,,160.500000000,,-3099.171640000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,905,Internorte,339971.544000000,,1630235.851160000,,,,1804547.580000000,,174311.728840000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SP404,Internorte,12953.385000000,,62105.164650000,,,,186503.460000000,,124398.295350000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,913,Internorte,43273.364000000,,207529.937360000,,,,291924.780000000,,84394.842640000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,621,Internorte,208888.083000000,,1001462.487570000,,,,1376003.900000000,,374541.412430000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,624,Internorte,579018.726000000,,2776379.241740000,,,,3488164.860000000,,711785.618260000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SV921,Internorte,6231.940000000,,29872.803800000,,,,55039.890000000,,25167.086200000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SN324,Internorte,28170.697000000,,135137.926130000,,,,239391.220000000,,104253.293870000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,623,Internorte,207273.804000000,,993797.064360000,,,,1297901.180000000,,304104.115640000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,296,Internorte,125605.266000000,,602324.756040000,,,,529829.740000000,,-72495.016040000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,635,Internorte,13162.116000000,,63046.535640000,,,,34015.900000000,,-29030.635640000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SN779,Internorte,19354.078000000,,92836.337920000,,,,21240.840000000,,-71595.497920000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SP324,Internorte,55382.790000000,,265501.121900000,,,,229485.840000000,,-36015.281900000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SN639,Internorte,47043.072000000,,225634.367880000,,,,75137.220000000,,-150497.147880000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,484,Internorte,15844.295000000,,75958.671950000,,,,274846.280000000,,198887.608050000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,329,Internorte,286189.820000000,,1372220.069300000,,,,1537940.870000000,,165720.800700000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SR384,Internorte,42920.980000000,,205755.971600000,,,,15911.580000000,,-189844.391600000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,922,Internorte,14776.958000000,,70781.628820000,,,,26602.580000000,,-44179.048820000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,906,Internorte,131935.720000000,,632716.073600000,,,,686943.060000000,,54226.986400000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SN497,Internorte,20074.176000000,,96260.295840000,,,,71851.420000000,,-24408.875840000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SR378,Internorte,71327.329000000,,341978.333610000,,,,160355.320000000,,-181623.013610000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,901,Internorte,37686.155000000,,180516.682450000,,,,88060.580000000,,-92456.102450000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,455,Internorte,323254.800000000,,1549901.360000000,,,,2106288.800000000,,556387.440000000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,910,Internorte,67207.153000000,,321922.262870000,,,,259273.400000000,,-62648.862870000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,323,Internorte,120472.632000000,,577063.907280000,,,,547394.090000000,,-29669.817280000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SP795,Internorte,91658.313000000,,439484.697470000,,,,230584.710000000,,-208899.987470000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,SV606,Internorte,113782.651000000,,545557.210790000,,,,946705.840000000,,401148.629210000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,355,Internorte,372853.306000000,,1788232.762540000,,,,2025150.940000000,,236918.177460000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
2025,492,Internorte,126908.717000000,,608936.446330000,,,,490182.950000000,,-118753.496330000,933971ef4769872f2b34a01c0fa8ae22488bdb85,2025-07-15 21:04:37.523508,9b1a0f21-cffb-42cf-ad0c-edf953ee336e
